Type,ID,Points,Question,Correct Answer,Choice 1,Choice 2,Choice 3,Choice 4,Choice 5,Choice 6,Choice 7,Choice 8,Choice 9,Choice 10,Explanation
MC,634966,"","
<p>Consider the following partial and incomplete <code>SpellChecker</code> class that uses an <code>ArrayList</code> to hold a reference list of correctly-spelled words:</p>
<pre lang=""text/x-java"">public class SpellChecker
{
    private List&lt;String&gt; dictionary;   // spelling storage.    // Line 1

    // assume a constructor exists that correctly instantiates and
    // populates the list (i.e. loads the dictionary for the spellchecker)

    public boolean spelledCorrectly(String word)               // Line 2
    {
        for (int counter = 0; counter &lt; __________; counter++) // Line 3
        {
            if (word.equals(__________))                       // Line 4
            {
                return true;                                   // Line 5
            }
        }
        return false;                                          // Line 6
    }

    public void addWord(String word)                           // Line 7
    {
        if (__________) // check word is NOT already in the dictionary // Line 8
        {
            __________; // add word at end of the dictionary   // Line 9
        }
    }

    // other SpellChecker class methods would follow
}
</pre>
<p><br><span style=""font-family: arial, helvetica, sans-serif;"">Choose the best choice to fill in the blank on line 8 so that the code operates correctly.</span></p>
",A,<code>!dictionary.contains(word)</code>,<code>!dictionary.find(word)</code>,<code>dictionary[word] == null</code>,<code>dictionary.get(word)</code>,<code>!dictionary.get(word)</code>,"","","","","","<p>To check whether a given value is present in a <code>List</code>, use the <code>contains()</code> method.</p>"
MC,634996,"","
<pre lang=""text/x-java"">1. public BallPanel extends javax.swing.JPanel {
2.    private Ball[] _balls;
3.    public BallPanel(int numberOfBalls){
4.       _balls = new Ball[numberOfBalls];
5.       for (int i=0;i&lt;_balls.length;i++)
6.          _balls[i] = new Ball();
7.    }
8.    public void ballCopy () {
9.       Ball[] temp = new Ball[2 * _balls.length];
10.      for (int j=0; j&lt; _balls.length; j++0)
11.         _temp[j] = _balls[j];
12.      _balls = temp; 
13.   }
13. ...
</pre>
<p>&nbsp;</p>
<p>After executing</p>
<pre lang=""text/x-java"">BallPanel myPanel = new BallPanel(10);
_myPanel.ballCopy();
</pre>
<p>&nbsp;</p>
<p>Which of the following is true?</p>
",C,<p>The array <code>_balls</code> is unchanged in myPanel</p>,<p>The elements of <code>temp</code> are copies of the elements of _balls in myPanel</p>,<p><code>_balls.length == 20</code> in myPanel</p>,"<code>_balls.length == 10 <span style=""font-family: arial,helvetica,sans-serif;"">in myPanel</span></code>",<p>None of the above</p>,"","","","","","<p>C is true.&nbsp; When you call ballCopy, it instantiates an array that is twice as large as _balls, which had length 10, then sets _balls to that new array.</p>"
MC,634998,"","
<p>Consider the following method and indicate what value is displayed from the initial call statement from another method:</p>
<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;System.out.println(Ackermann(2,3));</p>
<p>public int Ackermann(int n, int m) {<br>&nbsp; &nbsp; &nbsp;if (n==0)<br>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; return (m+1);<br>&nbsp; &nbsp; &nbsp;else if (m==0)<br>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; return (Ackermann(n-1,1));<br>&nbsp; &nbsp; &nbsp;else&nbsp;<br>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; return (Ackermann(n-1,Ackermann(n,m-1)));<br>}</p>
",B,<p>4</p>,<p>9</p>,<p>5</p>,<p>7</p>,<p>29</p>,"","","","","","<p>Ackermann's function is one of the earliest <em>hyper-exponential</em> recursive functions. &nbsp;The key to obtaining the correct answer is in keeping which parameter is which, straight. &nbsp;Maybe, rename them as ""red"" and ""blue"" (instead of n and m) to reduce confusion.</p>"
MC,634999,"",<p>Which of the following algorithms use a divide-and-conquer strategy? (Circle all that apply.)</p>,A,<p>Merge sort</p>,<p>Insertion sort</p>,<p>Binary search</p>,<p>Linear search</p>,,"","","","","",<p>A and C are correct.</p>
MC,635000,"","
<pre lang=""text/x-java"">1. public BallPanel extends javax.swing.JPanel {
2.    private Ball[] _balls;
3.    private Ball[] _moreBalls;
4.    public BallPanel(int numberOfBalls){
5.       _balls = new Ball[numberOfBalls];
6.       for (int i=0;i&lt;_balls.length;i++)
7.          _balls[i] = new Ball();
8.       _moreBalls = _balls;
9.    }
10.   public Ball[] getBalls(){
11.      return _balls;
12.   }
13.   public Ball[] getMoreBalls(){
14.      return _moreBalls;
15.   }
16.  ...
</pre>
<p>&nbsp;</p>
<p>Which of the following statements is true, after executing the following code</p>
<p>(assuming Ball has a constructor that takes a Color argument).</p>
<pre lang=""text/x-java"">BallPanel myPanel = new BallPanel(5);
myPanel.getMoreBalls()[0] = new Ball(java.awt.Color.pink);
</pre>
<p>&nbsp;</p>
<p>?</p>
",D,<p>The array<code> _balls</code> in myPanel is unchanged</p>,<p>The array _moreBalls in myPanel is unchanged</p>,<p>The first element of <code>_moreBalls</code> in myPanel is a new <code>Ball</code> constructed using <code>new Ball(java.awt.Color.pink);</code> and is not the same as the first element of <code>_balls</code> in myPanel;<code><br></code></p>,<code>myPanel.getBalls()[0] == myPanel.getMoreBalls()[0]</code>,"<p><span style=""font-family: arial,helvetica,sans-serif;"">The code will not execute because the second line has a syntax error. </span></p>","","","","","","<p>Because of line 9, both _balls and _moreBalls refer to the same array.&nbsp; Therefore, if I re-assign an element in one array, the change shows up under the other.&nbsp; Moreover, since it is really only one array the elements are identical, so == will be true in this case.</p>"
MC,635001,"","
<p>Consider the following function. What does it return?</p>
<p><br>public boolean nameTester(String inValue) {<br>&nbsp; &nbsp; String oldValue = ""mikeyg"";<br>&nbsp; &nbsp; return (inValue == oldValue);<br>}</p>
",B,"<p>True, regardless of the value of <em>inValue</em></p>","<p>False, regardless of the value of <em>inValue</em></p>","<p>It depends. &nbsp;If inValue is assigned the value ""mikeyg,"" then True; otherwise False.</p>",,,"","","","","","<p>The == (equality operator) for objects (strings are objects in Java) returns True when both operands refer to the same object. &nbsp;In this case, there are two distinct objects, who might contain the same value (""mikeyg"").</p>"
MC,634144,"",<p>Which of the following pairs of statements has two statements that are NOT equivalent?</p>,D,<p><code>&amp;arr[0];</code> and <code>arr;</code></p>,<p><code>arr[0];</code> and <code>*arr;</code></p>,<p><code>*(arr + 1);</code> and <code>arr[1];</code></p>,<p><code>*(arr + 1);</code> and <code>*(arr) + sizeof(arr[0]);</code></p>,,"","","","","",<p>*(arr + sizeof) != *(arr) + sizeof</p>
MC,635003,"","
<p>The following method, called maxRow(), is intended to take one parameter: a List where the elements are Lists of Integer objects. You can think of this parameter as a matrix--a list of rows, where each row is a list of ""cells"" (plain integers). The method sums up the integers in each row (each inner list), and returns the index (row number) of the row with the largest row sum. Choose the best choice to fill in the blank on <strong>Line 3</strong> so that this method works as intended:</p>
<pre lang=""text/x-java"">public static int maxRow(List&lt;List&lt;Integer&gt;&gt; matrix)
{
    int maxVec = -1;                                // Line 1
    int maxSum = Integer.MIN_VALUE;                 // Line 2

    for (int row = 0; row &lt; __________; row++)      // Line 3
    {
        int sum = 0;                                // Line 4
        for (int col = 0; col &lt; __________; col++)  // Line 5
        {
            sum = sum + __________;                 // Line 6
        }
        if (___________)                            // Line 7
        {
            maxSum = __________;                    // Line 8
            maxVec = __________;                    // Line 9
        }
    }
    return maxVec;                                  // Line 10
}
</pre>
",A,<code>matrix.size()</code>,<code>matrix[0[].size()</code>,<code>matrix[row][col]</code>,<code>matrix.length</code>,<code>maxVec</code>,"","","","","","<p>The blank on line three is the upper limit for the row count, controlling how many times the outer loop repeats. &nbsp;This should correspond to the number of rows in the <code>matrix</code>, or <code>matrix.size()</code>.</p>"
MC,635007,"",<p>Which of the following run-times is NOT characteristic of a <em>feasible</em> (or <em>tractable</em>) algorithm?</p>,C,<p>O(n<sup>2</sup>)</p>,<p>O(nlog<sub>2</sub> n)</p>,<p>O(2<sup>n</sup>)</p>,<p>O(n<sup>3</sup>)</p>,<p>O(log<sub>2</sub> n)</p>,"","","","","",<p>Feasable (or tractable) algorithms are one whose time is expressed as a polynomial in terms of the input set size n. &nbsp;O(2<sup>n</sup>) is exponential in n.</p>
MC,634143,"","
<p>Consider the code</p>
<p><br><code>int i, *q, *p;</code></p>
<pre lang=""text/x-c"">p = &amp;i;
q = p;
*p = 5;
</pre>
<p><br>Which of the following will print out &ldquo;The value is 5.&rdquo;?</p>
",C,"<p>printf(""The value is %d"", &amp;i);</p>","<p>printf(""The value is %d"", p);</p>","<p>printf(""The value is %d"", *q);</p>","<p>printf(""The value is %d"", *i);</p>",,"","","","","",<p>q and p are sharing</p>
MC,634140,"","
<p>Consider the code</p>
<p><br><code>int *p, *q, i;</code></p>
<pre lang=""text/x-c"">i = 3;
q = p;
q = &amp;i;
printf(""The value of p is %d which points to %d.\n"", p, *p);
</pre>
<p><br>Which of the following would you expect the program to print?</p>
",D,<p>The value of p is 0x3eee198e1e1 which points to 3.</p>,<p>The value of p is 0 which points to 0.</p>,<p>The value of p is -29389112111 which points to 3.</p>,<p>Segmentation fault</p>,,"","","","","",<p>p was never assigned! While p and q are sharing for a while that does not mean they are the same.</p>
MC,635009,"","
<p>Consider the following predicate (boolean) <em>accessor</em> function:</p>
<p>def blockedWithinOneMove(self):<br>&nbsp; if (not self.frontIsClear()):<br>&nbsp; &nbsp; return (True)<br>&nbsp; else:<br>&nbsp; &nbsp; self.move()<br>&nbsp; &nbsp; if (not self.frontIsClear()):<br>&nbsp; &nbsp; &nbsp; return (True)<br>&nbsp; &nbsp; else:<br>&nbsp; &nbsp; &nbsp; return (False)</p>
<p><br>What is logically wrong with this predicate accessor function? The error is semantic and not syntactic.</p>
",D,"<p>If the robot is blocked, after moving forward, this function incorrectly returns True.</p>","<p>If the robot is not blocked, after moving forward, this function incorrectly returns False.</p>","<p>This function returns True when is should return False, and returns False when it should return True.</p>","<p>In some&nbsp;cases, the preconditions do not match the postconditions; i.e. the state has changed.</p>","<p>The robot moves, but does not change reverse direction.</p>","","","","","","<p>Accessor functions need to guarantee that the program state does not change. &nbsp;The robot moves forward to check for a wall, but fails to return to its starting location - which is necessary since this is an <em>accessor</em> method.</p>"
MC,635010,"","
<p>What value will this code print out on a 64-bit Linux machine with gcc?</p>
<pre lang=""text/x-c"">int main
{
    int key = get_key(""zflsbi-k#gk!2*8jc5r:/bb&amp;fc:j\x42\x20\x46\x4e"");
    printf(""%d\n"", key);
}

int get_key(char *bar)
{
</pre>
<p><code>&nbsp;&nbsp;&nbsp; // PRE: bar is != NULL</code><code><br>&nbsp;&nbsp;&nbsp; // POST: key is a happy number!</code></p>
<code>    assert(bar);</code><p><br><code>&nbsp;&nbsp;&nbsp; int key = 10;</code></p>
<pre lang=""text/x-c"">    char c[28];
    memcpy(c, bar, strlen(bar));
</pre>
<p><br><code>&nbsp;&nbsp;&nbsp; assert(key &lt;= INT_MAX &amp;&amp; key &gt; INT_MIN);</code></p>
<pre lang=""text/x-c"">    return key;
}
</pre>
",D,<p>The code will not run; the asserts will trigger</p>,<p>10</p>,<p>1109411406</p>,<p>1313218626</p>,<p>3831759396</p>,"","","","","","<p>There's a stack buffer overflow due to the memcpy, so the method will return 0x4e462042 (Little Endian); in decimal that is 1313218626.</p>"
